Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,BankAccountHistory,Bank Account History tracking table,,HistoryId,uniqueidentifier,No,,Primary key for history records,PK,PRIMARY KEY CLUSTERED,HistoryId,PRIMARY KEY CLUSTERED ([HistoryId] ASC),,,,,,,PRIMARY KEY CLUSTERED,HistoryId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,BankAccountHistory,Bank Account History tracking table,,BankAccountId,uniqueidentifier,No,,,NOT NULL,,BankAccountId,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required field for bank account reference
dbo,BankAccountHistory,Bank Account History tracking table,,CustomerId,uniqueidentifier,Yes,,,None,,CustomerId,,,,,,,,,,,,Optional field,Nullable customer reference
dbo,BankAccountHistory,Bank Account History tracking table,,FieldName,nvarchar(100),No,,,NOT NULL,,FieldName,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required field name for tracking changes
dbo,BankAccountHistory,Bank Account History tracking table,,OldValue,nvarchar(max),Yes,,,None,,OldValue,,,,,,,,,,,,Optional field,Nullable field for old value storage
dbo,BankAccountHistory,Bank Account History tracking table,,NewValue,nvarchar(max),Yes,,,None,,NewValue,,,,,,,,,,,,Optional field,Nullable field for new value storage
dbo,BankAccountHistory,Bank Account History tracking table,,ChangeType,nvarchar(10),No,,,NOT NULL,,ChangeType,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required field for change type
dbo,BankAccountHistory,Bank Account History tracking table,,ChangedBy,uniqueidentifier,Yes,,,None,,ChangedBy,,,,,,,,,,,,Optional field,Nullable field for user who made change
dbo,BankAccountHistory,Bank Account History tracking table,,ChangedDate,datetime2(7),No,,,NOT NULL,,ChangedDate,NOT NULL,,,,,,,,,,,NOT NULL constraint enforced,Required timestamp for change
dbo,BankAccountHistory,Bank Account History tracking table,,ChangeReason,nvarchar(255),Yes,,,None,,ChangeReason,,,,,,,,,,,,Optional field,Nullable field for change reason
dbo,BankAccountHistory,Bank Account History tracking table,,TransactionId,uniqueidentifier,Yes,,,None,,TransactionId,,,,,,,,,,,,Optional field,Nullable transaction reference
