Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,BillHeader,Bill Header table for managing bill information,,BillId,uniqueidentifier,No,,,PK,PK_BillHeader_BillId,BillId,PRIMARY KEY CLUSTERED ([BillId] ASC),,,,,,,PK_BillHeader_BillId,BillId,CLUSTERED,Yes,NOT NULL constraint,Primary key column
dbo,BillHeader,Bill Header table for managing bill information,,BillNumber,nvarchar(50),Yes,,,UK,,BillNumber,UNIQUE NONCLUSTERED ([BillNumber] ASC),,,,,,,UNIQUE INDEX,BillNumber,NONCLUSTERED,Yes,Unique constraint,Unique bill number
dbo,BillHeader,Bill Header table for managing bill information,,CustomerId,uniqueidentifier,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required customer reference
dbo,BillHeader,Bill Header table for managing bill information,,EntityId,uniqueidentifier,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required entity reference
dbo,BillHeader,Bill Header table for managing bill information,,VendorId,uniqueidentifier,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required vendor reference
dbo,BillHeader,Bill Header table for managing bill information,,InvoiceNumber,nvarchar(100),Yes,,,None,,,,,,,,,,,,,Optional field,Invoice number reference
dbo,BillHeader,Bill Header table for managing bill information,,InvoiceDate,date,Yes,,,None,,,,,,,,,,,,,Optional field,Invoice date
dbo,BillHeader,Bill Header table for managing bill information,,DueDate,date,Yes,,,None,,,,,,,,,,,,,Optional field,Payment due date
dbo,BillHeader,Bill Header table for managing bill information,,PaymentDate,date,Yes,,,None,,,,,,,,,,,,,Optional field,Actual payment date
dbo,BillHeader,Bill Header table for managing bill information,,BillAmount,decimal(15,2),No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required bill amount with 2 decimal precision
dbo,BillHeader,Bill Header table for managing bill information,,CurrencyId,int,Yes,,,None,,,,,,,,,,,,,Optional field,Currency reference
dbo,BillHeader,Bill Header table for managing bill information,,PurchaseOrderNumber,nvarchar(50),Yes,,,None,,,,,,,,,,,,,Optional field,Purchase order reference
dbo,BillHeader,Bill Header table for managing bill information,,PaymentMethodId,int,Yes,,,None,,,,,,,,,,,,,Optional field,Payment method reference
dbo,BillHeader,Bill Header table for managing bill information,,BankAccountId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Optional field,Bank account reference
dbo,BillHeader,Bill Header table for managing bill information,,PaymentTerms,nvarchar(50),Yes,,,None,,,,,,,,,,,,,Optional field,Payment terms description
dbo,BillHeader,Bill Header table for managing bill information,,IsUrgentPriority,bit,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Boolean flag for urgent priority
dbo,BillHeader,Bill Header table for managing bill information,,IsAutoPayUponApproval,bit,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Boolean flag for auto payment
dbo,BillHeader,Bill Header table for managing bill information,,HoldPayment,bit,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Boolean flag for payment hold
dbo,BillHeader,Bill Header table for managing bill information,,HoldReason,nvarchar(500),Yes,,,None,,,,,,,,,,,,,Optional field,Reason for payment hold
dbo,BillHeader,Bill Header table for managing bill information,,RemittanceAddressLine1,nvarchar(255),Yes,,,None,,,,,,,,,,,,,Optional field,Remittance address line 1
dbo,BillHeader,Bill Header table for managing bill information,,RemittanceAddressLine2,nvarchar(255),Yes,,,None,,,,,,,,,,,,,Optional field,Remittance address line 2
dbo,BillHeader,Bill Header table for managing bill information,,RemittanceCity,nvarchar(100),Yes,,,None,,,,,,,,,,,,,Optional field,Remittance city
dbo,BillHeader,Bill Header table for managing bill information,,RemittanceState,nvarchar(50),Yes,,,None,,,,,,,,,,,,,Optional field,Remittance state
dbo,BillHeader,Bill Header table for managing bill information,,RemittancePostalCode,nvarchar(20),Yes,,,None,,,,,,,,,,,,,Optional field,Remittance postal code
dbo,BillHeader,Bill Header table for managing bill information,,RemittanceCountry,nvarchar(50),Yes,,,None,,,,,,,,,,,,,Optional field,Remittance country
dbo,BillHeader,Bill Header table for managing bill information,,BillStatusTypeId,int,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required bill status reference
dbo,BillHeader,Bill Header table for managing bill information,,IsAccrualPosted,bit,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Boolean flag for accrual posting
dbo,BillHeader,Bill Header table for managing bill information,,AccrualPostedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Optional field,Accrual posted date with precision 7
dbo,BillHeader,Bill Header table for managing bill information,,BillTriggeredById,int,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required trigger reference
dbo,BillHeader,Bill Header table for managing bill information,,Description,nvarchar(1000),Yes,,,None,,,,,,,,,,,,,Optional field,Bill description
dbo,BillHeader,Bill Header table for managing bill information,,BillTypeId,int,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required bill type reference
dbo,BillHeader,Bill Header table for managing bill information,,BankPaymentStatusId,int,No,,,NOT NULL,,,,,,,,,,,,,NOT NULL constraint,Required bank payment status reference
