Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,ALLFILENAMES,Object: Table [dbo].[ALLFILENAMES] Script Date: 11/19/2025 9:13:21 PM,,WHICHPATH,varchar(255),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ALLFILENAMES,Object: Table [dbo].[ALLFILENAMES] Script Date: 11/19/2025 9:13:21 PM,,WHICHFILE,varchar(255),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,RangeId,uniqueidentifier,No,,,PK,PK_AmountRange,RangeId,PRIMARY KEY CLUSTERED ([RangeId] ASC),,,,,,,PK_AmountRange,RangeId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,RuleSetId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,StartAmount,decimal(18,2),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,EndAmount,decimal(18,2),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,IsUnbounded,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,RangeOrder,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,RangeDescription,nvarchar(100),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,CurrencyCode,nvarchar(3),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,AmountRange,Object: Table [dbo].[AmountRange] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,APConfigId,uniqueidentifier,No,,,PK,,APConfigId,PRIMARY KEY CLUSTERED ([APConfigId] ASC),,,,,,,,,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,APAccrualChartOfAccountsId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,EntityId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,CustomerId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,APConfig,Object: Table [dbo].[APConfig] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,ConfigurationId,uniqueidentifier,No,,,PK,PK_ApprovalConfiguration,ConfigurationId,PRIMARY KEY CLUSTERED ([ConfigurationId] ASC),,,,,,,PK_ApprovalConfiguration,ConfigurationId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,WorkflowDefinitionId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,ApprovalRuleId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,ConfigurationType,nvarchar(50),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,ConfigName,nvarchar(100),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,CustomRuleName,nvarchar(200),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,RuleDescription,nvarchar(500),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,AmountField,nvarchar(100),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,RuleMetadata,nvarchar(max),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,IsDefaultConfiguration,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,CustomerId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,EntityId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,EnterpriseId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalConfiguration,Object: Table [dbo].[ApprovalConfiguration] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,LimitId,uniqueidentifier,No,,,PK,PK_ApprovalLimits,LimitId,PRIMARY KEY CLUSTERED ([LimitId] ASC),,,,,,,PK_ApprovalLimits,LimitId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,RoleId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,UserId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,WorkflowDefinitionId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,LimitCategory,nvarchar(50),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,MaxAmount,decimal(18,2),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,CurrencyCode,nvarchar(3),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,TimePeriod,nvarchar(20),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,CumulativeLimit,decimal(18,2),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,VelocityLimit,int,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,EntityId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,EnterpriseId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,OverridePermissionId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,RequiresAdditionalApproval,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,ThresholdPercentage,decimal(5,2),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,LimitMetadata,nvarchar(max),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,EffectiveFrom,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,EffectiveTo,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalLimits,Object: Table [dbo].[ApprovalLimits] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,ApprovalRuleId,uniqueidentifier,No,,,PK,PK_ApprovalRule,ApprovalRuleId,PRIMARY KEY CLUSTERED ([ApprovalRuleId] ASC),,,,,,,PK_ApprovalRule,ApprovalRuleId ASC,CLUSTERED,Yes,NOT NULL constraint; Primary Key,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,RuleName,nvarchar(200),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,RuleDescription,nvarchar(500),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,ModuleId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,CustomerId,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,EnterpriseId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,EntityId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,RuleType,nvarchar(50),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,IsActive,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,Priority,int,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,EffectiveFrom,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,EffectiveTo,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,CreatedBy,uniqueidentifier,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,CreatedDate,datetime2(7),No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,ModifiedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,ModifiedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,BankAccountId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,ApprovalRuleScopeType,int,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,IsMarkedForDeletion,bit,No,,,None,,,,,,,,,,,,,NOT NULL constraint,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,IsApprovalRequired,bit,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
dbo,ApprovalRule,Object: Table [dbo].[ApprovalRule] Script Date: 11/19/2025 9:13:21 PM,,ModulefunctionId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Allows NULL values,
