Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,BankAccountSigneeHistory,,,,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_BankAccountSigneeId,BankAccountSigneeId ASC,NONCLUSTERED,No,"Index enforces ordering on BankAccountSigneeId","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BankAccountSigneeHistory,,,BankAccountSigneeId,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_BankAccountSigneeId,BankAccountSigneeId ASC,NONCLUSTERED,No,"Column used in index for performance optimization","Referenced in index IX_BankAccountSigneeHistory_BankAccountSigneeId"
dbo,BankAccountSigneeHistory,,,,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_ChangedDate,ChangedDate ASC,NONCLUSTERED,No,"Index enforces ordering on ChangedDate","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BankAccountSigneeHistory,,,ChangedDate,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_ChangedDate,ChangedDate ASC,NONCLUSTERED,No,"Column used in index for performance optimization","Referenced in index IX_BankAccountSigneeHistory_ChangedDate"
dbo,BankAccountSigneeHistory,,,,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_ChangeType,ChangeType ASC,NONCLUSTERED,No,"Index enforces ordering on ChangeType with ANSI_PADDING ON","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BankAccountSigneeHistory,,,ChangeType,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_ChangeType,ChangeType ASC,NONCLUSTERED,No,"Column used in index for performance optimization with ANSI_PADDING","Referenced in index IX_BankAccountSigneeHistory_ChangeType, ANSI_PADDING ON"
dbo,BankAccountSigneeHistory,,,,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_CustomerId,CustomerId ASC,NONCLUSTERED,No,"Index enforces ordering on CustomerId","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BankAccountSigneeHistory,,,CustomerId,,,,,,,,,,,,,,,IX_BankAccountSigneeHistory_CustomerId,CustomerId ASC,NONCLUSTERED,No,"Column used in index for performance optimization","Referenced in index IX_BankAccountSigneeHistory_CustomerId"
dbo,BillDistribution,,,,,,,,,,,,,,,,,,IX_BillDistribution_Bill,"BillId ASC, LineNumber ASC",NONCLUSTERED,No,"Composite index enforces ordering on BillId and LineNumber","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BillDistribution,,,BillId,,,,,,,,,,,,,,,IX_BillDistribution_Bill,"BillId ASC, LineNumber ASC",NONCLUSTERED,No,"Column used in composite index for performance optimization","Referenced in index IX_BillDistribution_Bill as first column"
dbo,BillDistribution,,,LineNumber,,,,,,,,,,,,,,,IX_BillDistribution_Bill,"BillId ASC, LineNumber ASC",NONCLUSTERED,No,"Column used in composite index for performance optimization","Referenced in index IX_BillDistribution_Bill as second column"
dbo,BillDistribution,,,,,,,,,,,,,,,,,,IX_BillDistribution_ChartOfAccounts,ChartOfAccountsId ASC,NONCLUSTERED,No,"Index enforces ordering on ChartOfAccountsId","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BillDistribution,,,ChartOfAccountsId,,,,,,,,,,,,,,,IX_BillDistribution_ChartOfAccounts,ChartOfAccountsId ASC,NONCLUSTERED,No,"Column used in index for performance optimization","Referenced in index IX_BillDistribution_ChartOfAccounts"
dbo,BillDistribution,,,,,,,,,,,,,,,,,,IX_BillDistribution_Customer_Entity,"CustomerId ASC, EntityId ASC",NONCLUSTERED,No,"Composite index enforces ordering on CustomerId and EntityId","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BillDistribution,,,CustomerId,,,,,,,,,,,,,,,IX_BillDistribution_Customer_Entity,"CustomerId ASC, EntityId ASC",NONCLUSTERED,No,"Column used in composite index for performance optimization","Referenced in index IX_BillDistribution_Customer_Entity as first column"
dbo,BillDistribution,,,EntityId,,,,,,,,,,,,,,,IX_BillDistribution_Customer_Entity,"CustomerId ASC, EntityId ASC",NONCLUSTERED,No,"Column used in composite index for performance optimization","Referenced in index IX_BillDistribution_Customer_Entity as second column"
dbo,BillDistribution,,,,,,,,,,,,,,,,,,IX_BillDistribution_GlAccount,GlAccountNumber ASC,NONCLUSTERED,No,"Index enforces ordering on GlAccountNumber with ANSI_PADDING ON","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,BillDistribution,,,GlAccountNumber,,,,,,,,,,,,,,,IX_BillDistribution_GlAccount,GlAccountNumber ASC,NONCLUSTERED,No,"Column used in index for performance optimization with ANSI_PADDING","Referenced in index IX_BillDistribution_GlAccount, ANSI_PADDING ON"
