Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,WorkflowNotification,,,ScheduledSendTime,,,,,,,,,,,,,,,IX_WorkflowNotification_Scheduled,"ScheduledSendTime ASC, Status ASC",NONCLUSTERED,No,"WHERE ([ScheduledSendTime] IS NOT NULL)","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowNotification,,,Status,,,,,,,,,,,,,,,IX_WorkflowNotification_Scheduled,"ScheduledSendTime ASC, Status ASC",NONCLUSTERED,No,"WHERE ([ScheduledSendTime] IS NOT NULL)","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowNotification,,,IsUrgent,,,,,,,,,,,,,,,IX_WorkflowNotification_Urgent,"IsUrgent ASC, CreatedDate ASC",NONCLUSTERED,No,"WHERE ([IsUrgent]=(1))","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowNotification,,,CreatedDate,,,,,,,,,,,,,,,IX_WorkflowNotification_Urgent,"IsUrgent ASC, CreatedDate ASC",NONCLUSTERED,No,"WHERE ([IsUrgent]=(1))","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowNotification,,,UserId,,,,,,,,,,,,,,,IX_WorkflowNotification_User,"UserId ASC, Status ASC",NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowNotification,,,Status,,,,,,,,,,,,,,,IX_WorkflowNotification_User,"UserId ASC, Status ASC",NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowParameter,,,IsRequired,,,,,,,,,,,,,,,IX_WorkflowParameter_Required,"IsRequired ASC, IsEditable ASC",NONCLUSTERED,No,"WHERE ([IsRequired]=(1))","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowParameter,,,IsEditable,,,,,,,,,,,,,,,IX_WorkflowParameter_Required,"IsRequired ASC, IsEditable ASC",NONCLUSTERED,No,"WHERE ([IsRequired]=(1))","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowParameter,,,WorkflowDefinitionId,,,,,,,,,,,,,,,IX_WorkflowParameter_WorkflowDefinition,"WorkflowDefinitionId ASC, DisplayOrder ASC",NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowParameter,,,DisplayOrder,,,,,,,,,,,,,,,IX_WorkflowParameter_WorkflowDefinition,"WorkflowDefinitionId ASC, DisplayOrder ASC",NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowSourceEntity,,,BusinessKey,,,,,,,,,,,,,,,IX_WorkflowSourceEntity_BusinessKey,BusinessKey ASC,NONCLUSTERED,No,"WHERE ([BusinessKey] IS NOT NULL)","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowSourceEntity,,,RequestedBy,,,,,,,,,,,,,,,IX_WorkflowSourceEntity_RequestedBy,RequestedBy ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowSourceEntity,,,WorkflowSourceTypeId,,,,,,,,,,,,,,,IX_WorkflowSourceEntity_SourceType,WorkflowSourceTypeId ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowSourceEntity,,,Status,,,,,,,,,,,,,,,IX_WorkflowSourceEntity_Status,Status ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowState,,,StateType,,,,,,,,,,,,,,,IX_WorkflowState_Type,"StateType ASC, DisplayOrder ASC",NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowState,,,DisplayOrder,,,,,,,,,,,,,,,IX_WorkflowState_Type,"StateType ASC, DisplayOrder ASC",NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowTransition,,,SourceStateId,,,,,,,,,,,,,,,IX_WorkflowTransition_SourceState,SourceStateId ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowTransition,,,WorkflowDefinitionId,,,,,,,,,,,,,,,IX_WorkflowTransition_WorkflowDefinition,WorkflowDefinitionId ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowTrigger,,,ApprovalRuleId,,,,,,,,,,,,,,,IX_WorkflowTrigger_ApprovalRule,ApprovalRuleId ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowTrigger,,,ModuleFunctionId,,,,,,,,,,,,,,,IX_WorkflowTrigger_ModuleFunction,ModuleFunctionId ASC,NONCLUSTERED,No,,"PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
dbo,WorkflowTrigger,,,WorkflowDefinitionId,,,,,,,,,,,,,,,IX_WorkflowTrigger_WorkflowDefinition,WorkflowDefinitionId ASC,NONCLUSTERED,No,"WHERE ([WorkflowDefinitionId] IS NOT NULL)","PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, SORT_IN_TEMPDB = OFF, DROP_EXISTING = OFF, ONLINE = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON, OPTIMIZE_FOR_SEQUENTIAL_KEY = OFF"
