Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,GLJournalEntryHeaderHistory,,N/A,HistoryId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,Primary key column
dbo,GLJournalEntryHeaderHistory,,N/A,HistoryId,uniqueidentifier,No,,,PK,,HistoryId,PRIMARY KEY CLUSTERED ([HistoryId] ASC),,,,,,,PK_GLJournalEntryHeaderHistory,HistoryId,CLUSTERED,Yes,Primary key constraint,
dbo,GLJournalEntryHeaderHistory,,N/A,GLJournalEntryHeaderId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,GLJournalEntryHeaderHistory,,N/A,EntityId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,CustomerId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,BatchName,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,DimensionId,char(1),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,EntryDate,datetime,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,EffectiveDate,datetime,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,Description,varchar(255),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,CashOrAccrualBasisIndicator,char(1),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,JournalStatus,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,ApprovalStatus,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,Notes,varchar(255),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,IsPosted,bit,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,IsYearEndAdjustment,bit,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,DeletedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,DeletedDate,datetime,No,,,,,,,,,,,,,,,,NOT NULL constraint,
dbo,GLJournalEntryHeaderHistory,,N/A,DeletionReason,varchar(500),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,ControlTotal,decimal(18,2),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,RecordVersionNumber,timestamp,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,IsYEClosing,bit,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,IsManual,bit,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,PostedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,PostedDate,datetime,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,JournalId,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,DraftId,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderHistory,,N/A,JournalSource,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,GLJournalEntryHeaderStagingId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint,Primary key column
dbo,GLJournalEntryHeaderStaging,,N/A,GLJournalEntryHeaderStagingId,uniqueidentifier,No,,,PK,,GLJournalEntryHeaderStagingId,PRIMARY KEY CLUSTERED ([GLJournalEntryHeaderStagingId] ASC),,,,,,,PK_GLJournalEntryHeaderStaging,GLJournalEntryHeaderStagingId,CLUSTERED,Yes,Primary key constraint,
dbo,GLJournalEntryHeaderStaging,,N/A,EntityId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,CustomerId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,BatchName,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,DimensionId,char(1),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,EntryDate,datetime,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,EffectiveDate,datetime,Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,Description,varchar(255),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,CashOrAccrualBasisIndicator,char(1),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,JournalStatus,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,ApprovalStatus,varchar(50),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,Notes,varchar(255),Yes,,,,,,,,,,,,,,,,Allows NULL values,
dbo,GLJournalEntryHeaderStaging,,N/A,IsPosted,bit,Yes,,,,,,,,,,,,,,,,Allows NULL values,
