Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,Country,Country table for storing country information,,CountryId,uniqueidentifier,No,,,PK,PK_Country,CountryId,PRIMARY KEY CLUSTERED ([CountryId] ASC),,,,,,,PK_Country,CountryId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,Country,Country table for storing country information,,Iso,nvarchar(2),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,ISO country code - 2 characters
dbo,Country,Country table for storing country information,,Iso3,nvarchar(3),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,ISO country code - 3 characters
dbo,Country,Country table for storing country information,,IsoNumber,int,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,ISO numeric country code
dbo,Country,Country table for storing country information,,PhoneCode,nvarchar(10),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Country phone code
dbo,Country,Country table for storing country information,,CountryName,nvarchar(100),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Full country name
dbo,Country,Country table for storing country information,,IsActive,bit,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Active status flag
dbo,Country,Country table for storing country information,,CreatedBy,uniqueidentifier,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,User who created the record
dbo,Country,Country table for storing country information,,CreatedDate,datetime2(7),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Date when record was created
dbo,Country,Country table for storing country information,,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,User who last updated the record
dbo,Country,Country table for storing country information,,UpdatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Nullable field,Date when record was last updated
dbo,Country,Country table for storing country information,,PhoneNumberLength,int,Yes,,,None,,,,,,,,,,,,,Nullable field,Expected phone number length for country
dbo,Currency,Currency table for storing currency information,,CurrencyId,uniqueidentifier,No,,,PK,,CurrencyId,PRIMARY KEY CLUSTERED ([CurrencyId] ASC),,,,,,,,,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,Currency,Currency table for storing currency information,,CurrencyCode,varchar(3),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,3-character currency code
dbo,Currency,Currency table for storing currency information,,CurrencyCode,varchar(3),No,,,UK,,CurrencyCode,UNIQUE NONCLUSTERED ([CurrencyCode] ASC),,,,,,,,,NONCLUSTERED,Yes,UNIQUE constraint enforced,Unique constraint on currency code
dbo,Currency,Currency table for storing currency information,,CurrencyName,varchar(50),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Full currency name
dbo,Currency,Currency table for storing currency information,,Symbol,nvarchar(5),Yes,,,None,,,,,,,,,,,,,Nullable field,Currency symbol
dbo,Currency,Currency table for storing currency information,,IsActive,bit,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Active status flag
dbo,Currency,Currency table for storing currency information,,CreatedBy,uniqueidentifier,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,User who created the record
dbo,Currency,Currency table for storing currency information,,CreatedDate,datetime2(7),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Date when record was created
dbo,Currency,Currency table for storing currency information,,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,User who last updated the record
dbo,Currency,Currency table for storing currency information,,UpdatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Nullable field,Date when record was last updated
dbo,Customer,Customer table for storing customer information,,CustomerId,uniqueidentifier,No,,,PK,,CustomerId,PRIMARY KEY CLUSTERED ([CustomerId] ASC),,,,,,,,,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,Customer,Customer table for storing customer information,,CustomerName,nvarchar(128),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Customer name
dbo,Customer,Customer table for storing customer information,,CustomerTypeId,uniqueidentifier,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Reference to customer type
dbo,Customer,Customer table for storing customer information,,OfficeCode,nvarchar(25),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Office code for customer
dbo,Customer,Customer table for storing customer information,,IsActive,bit,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Active status flag
dbo,Customer,Customer table for storing customer information,,CreatedBy,uniqueidentifier,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,User who created the record
dbo,Customer,Customer table for storing customer information,,CreatedDate,datetime2(7),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Date when record was created
dbo,Customer,Customer table for storing customer information,,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,User who last updated the record
dbo,Customer,Customer table for storing customer information,,UpdatedDate,datetime2(7),Yes,,,None,,,,,,,,,,,,,Nullable field,Date when record was last updated
dbo,Customer,Customer table for storing customer information,,CustomerNumber,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,Customer number
dbo,Customer,Customer table for storing customer information,,Description,varchar(255),Yes,,,None,,,,,,,,,,,,,Nullable field,Customer description
dbo,Customer,Customer table for storing customer information,,TIN,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,Tax identification number
dbo,Customer,Customer table for storing customer information,,TCCNumber,varchar(50),Yes,,,None,,,,,,,,,,,,,Nullable field,TCC number
dbo,Customer,Customer table for storing customer information,,UseMailingAddressAsPrimary,bit,Yes,,,None,,,,,,,,,,,,,Nullable field,Flag for using mailing address as primary
dbo,Customer,Customer table for storing customer information,,BusinessPartyId,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,Business party identifier
dbo,Customer,Customer table for storing customer information,,DeactivatedDate,datetime,Yes,,,None,,,,,,,,,,,,,Nullable field,Date when customer was deactivated
dbo,Customer,Customer table for storing customer information,,DeactivatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,User who deactivated the customer
dbo,Customer,Customer table for storing customer information,,IsZenithCustomer,bit,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Flag indicating if Zenith customer
dbo,CustomerTeam,Customer team table for storing team information,,TeamId,uniqueidentifier,No,,,PK,,TeamId,PRIMARY KEY CLUSTERED ([TeamId] ASC),,,,,,,,,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,CustomerTeam,Customer team table for storing team information,,TeamName,nvarchar(50),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Team name
dbo,CustomerTeam,Customer team table for storing team information,,CustomerId,uniqueidentifier,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Reference to customer
dbo,CustomerTeam,Customer team table for storing team information,,IsActive,bit,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Active status flag
dbo,CustomerTeam,Customer team table for storing team information,,CreatedBy,uniqueidentifier,No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,User who created the record
dbo,CustomerTeam,Customer team table for storing team information,,CreatedDate,datetime2(7),No,,,NOT NULL,,,NOT NULL constraint,,,,,,,,,,,NOT NULL constraint enforced,Date when record was created
dbo,CustomerTeam,Customer team table for storing team information,,UpdatedBy,uniqueidentifier,Yes,,,None,,,,,,,,,,,,,Nullable field,User who last updated the record
