Schema Name,Table Name,Table Description,Row Count,Column Name,Data Type,Nullability,Default Value,Column Comments,Constraint Type,Constraint Name,Constraint Columns,Constraint Definition,FK Source Table,FK Source Column(s),FK Target Table,FK Target Column(s),FK Update Rule,FK Delete Rule,Index Name,Index Columns,Index Type,Is Unique Index,Data Integrity Rules,Additional Notes
dbo,UserType,User type definition table,,UserTypeId,uniqueidentifier,No,,,PK,PRIMARY KEY CLUSTERED,UserTypeId,PRIMARY KEY CLUSTERED ([UserTypeId] ASC),,,,,,,PRIMARY KEY CLUSTERED,UserTypeId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,UserType,User type definition table,,TypeCode,nvarchar(50),No,,,UK,UNIQUE NONCLUSTERED,TypeCode,UNIQUE NONCLUSTERED ([TypeCode] ASC),,,,,,,UNIQUE NONCLUSTERED,TypeCode,NONCLUSTERED,Yes,NOT NULL constraint enforced; Unique constraint enforced,Unique constraint on type code
dbo,UserType,User type definition table,,TypeValue,nvarchar(50),No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,UserType,User type definition table,,Description,nvarchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,UserType,User type definition table,,IsActive,bit,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,UserType,User type definition table,,CreatedBy,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,UserType,User type definition table,,CreatedDate,datetime2(7),No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,UserType,User type definition table,,UpdatedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,UserType,User type definition table,,UpdatedDate,datetime2(7),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,UserType,User type definition table,,UserTypeInt,int,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,Vendor,Master vendor information table,,MasterVendorId,uniqueidentifier,No,,,PK,PK__MasterVendor,MasterVendorId,PRIMARY KEY CLUSTERED ([MasterVendorId] ASC),,,,,,,PK__MasterVendor,MasterVendorId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,Vendor,Master vendor information table,,BusinessPartyId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,EnterpriseId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,CustomerId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,BankAccountId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,IsSystem,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,TIN,varchar(50),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,VendorName,varchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,PayeeName,varchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,Category,varchar(100),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,IsActive,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,DeactivatedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,DeactivatedDate,datetime,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,CreatedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,CreatedDate,datetime,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,ModifiedDate,datetime,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,IsBankAddressSameAsPaymentAddress,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,IsBusinessAddressSameAsPaymentAddress,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,IsWireInfoSameAsACH,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,BusinessName,varchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,IsBusinessNameSameAsVendorName,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,VendorStatusTypeId,int,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,FormattedVendorId,varchar(8),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,Vendor,Master vendor information table,,NickName,varchar(100),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,VendorAccountId,uniqueidentifier,No,,,PK,PK__VendorAccount,VendorAccountId,PRIMARY KEY CLUSTERED ([VendorAccountId] ASC),,,,,,,PK__VendorAccount,VendorAccountId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,VendorAccount,Vendor account details table,,EntityId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,MasterVendorId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,CustomerId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,BusinessPartyId,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,DefaultPaymentType,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,DefaultPayFromBankAccount,uniqueidentifier,No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,VendorAssignedAccountNumber,varchar(100),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,VendorName,varchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,NickName,varchar(100),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,IsBusiness,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,IsForeign,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,Status,int,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,SocialSecurityNumber,varchar(20),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,EmployerIdentificationNumber,varchar(20),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,StateIdentificationNumber,varchar(50),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,IsActive,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,Notes,text,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,Is1099,bit,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,DeactivatedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,DeactivatedDate,datetime,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,CreatedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,CreatedDate,datetime,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,ModifiedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,ModifiedDate,datetime,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,DefaultDesctription,varchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,PreferredBankAccountId,varchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,FormattedVendorId,varchar(128),No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccount,Vendor account details table,,VendorStatusTypeId,int,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccount,Vendor account details table,,VendorPaymentMethodTypeId,int,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,HistoryId,uniqueidentifier,No,,,PK,PRIMARY KEY CLUSTERED,HistoryId,PRIMARY KEY CLUSTERED ([HistoryId] ASC),,,,,,,PRIMARY KEY CLUSTERED,HistoryId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
dbo,VendorAccountHistory,Vendor account change history table,,VendorAccountId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,CustomerId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,FieldName,nvarchar(100),No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccountHistory,Vendor account change history table,,OldValue,nvarchar(max),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,NewValue,nvarchar(max),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,ChangeType,nvarchar(10),No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccountHistory,Vendor account change history table,,ChangedBy,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,ChangedDate,datetime2(7),No,,,,,,,,,,,,,,,,NOT NULL constraint enforced,
dbo,VendorAccountHistory,Vendor account change history table,,ChangeReason,nvarchar(255),Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorAccountHistory,Vendor account change history table,,TransactionId,uniqueidentifier,Yes,,,,,,,,,,,,,,,,NULL values allowed,
dbo,VendorBillingAccount,Vendor billing account information table,,VendorBillingAccountId,uniqueidentifier,No,,,PK,PK__VendorBillingAccount,VendorBillingAccountId,PRIMARY KEY CLUSTERED ([VendorBillingAccountId] ASC),,,,,,,PK__VendorBillingAccount,VendorBillingAccountId,CLUSTERED,Yes,NOT NULL constraint enforced,Primary key with clustered index
